JCR Year and Edition: 2010 Social Science

Abbreviated Journal Title;ISSN;{2010} Total Cites;Impact Factor;5-Year Impact Factor;Immediacy Index;{2010} Articles;Cited Half-Life;Eigenfactor Score;Article Influence Score
J RES MATH EDUC;0021-8251;1235;1.500;2.066;0.667;12;>10.0;0.00094;0.533;
LANG LEARN;0023-8333;1346;1.494;1.959;0.279;43;>10.0;0.00230;0.807;
INT J COMP-SUPP COLL;1556-1607;160;1.487;2.026;0.111;18;3.4;0.00055;0.371;
INSTR SCI;0020-4277;833;1.473;2.044;0.294;34;9.6;0.00126;0.574;
J SCHOOL HEALTH;0022-4391;1667;1.422;1.911;0.151;86;7.0;0.00394;0.550;
ADV HEALTH SCI EDUC;1382-4996;596;1.416;1.697;0.163;49;4.9;0.00212;0.561;
AIDS EDUC PREV;0899-9546;1347;1.361;1.715;0.167;42;7.4;0.00293;0.565;
SOCIOL EDUC;0038-0407;1613;1.344;2.418;0.312;16;>10.0;0.00237;1.544;
READ WRIT;0922-4777;823;1.297;;0.102;49;9.2;0.00265;;
EDUC ADMIN QUART;0013-161X;618;1.286;1.563;0.174;23;9.1;0.00137;0.630;
MIND BRAIN EDUC;1751-2271;130;1.283;;0.727;22;2.3;0.00037;;
STUD SCI EDUC;0305-7267;262;1.267;;0.000;7;>10.0;0.00037;;
EDUC RES REV-NETH;1747-938X;33;1.261;;0.267;15;;0.00000;;
J COMPUT ASSIST LEAR;0266-4909;773;1.250;1.920;0.070;43;6.0;0.00183;0.474;
LEARN MEDIA TECHNOL;1743-9892;175;1.229;;0.043;23;3.4;0.00080;;
RES HIGH EDUC;0361-0365;1089;1.221;1.585;0.054;37;>10.0;0.00340;0.957;
LANG TEACH RES;1362-1688;253;1.205;;0.125;24;6.3;0.00102;;
BMC MED EDUC;1472-6920;667;1.201;;0.140;93;4.1;0.00330;;
J HIGH EDUC;0022-1546;1094;1.157;1.926;0.345;29;>10.0;0.00306;1.170;
BRIT EDUC RES J;0141-1926;902;1.140;1.522;0.312;48;7.3;0.00229;0.565;
TEACH TEACH EDUC;0742-051X;1989;1.124;1.546;0.144;187;6.9;0.00415;0.395;
SYSTEM;0346-251X;891;1.105;2.947;0.184;49;8.9;0.00206;1.115;
ETR&D-EDUC TECH RES;1042-1629;826;1.081;1.770;0.025;40;8.1;0.00152;0.474;
ECON EDUC REV;0272-7757;1274;1.066;1.574;0.303;99;7.7;0.00609;1.079;
EDUC TECHNOL SOC;1436-4522;640;1.066;1.121;0.050;80;4.4;0.00199;0.243;
ELEM SCHOOL J;0013-5984;1071;1.065;1.669;0.621;29;>10.0;0.00225;0.892;
INT J SCI EDUC;0950-0693;2402;1.063;1.725;0.065;107;8.4;0.00436;0.520;
ACAD PSYCHIATR;1042-9670;753;1.062;1.220;0.972;72;4.9;0.00235;0.355;
TURK ONLINE J EDUC T;1303-6521;194;1.016;;0.259;81;3.7;0.00016;;
DISTANCE EDUC;0158-7919;282;1.000;3.707;0.105;19;5.7;0.00062;0.776;
INT J EDUC DEV;0738-0593;487;0.983;0.958;0.409;66;4.9;0.00135;0.267;
CURRICULUM INQ;0362-6784;394;0.980;1.063;0.214;28;>10.0;0.00068;0.365;
COMP EDUC REV;0010-4086;308;0.976;0.879;0.158;19;9.1;0.00072;0.348;
SCH EFF SCH IMPROV;0924-3453;405;0.956;1.275;0.100;20;8.2;0.00091;0.459;
J EDUC POLICY;0268-0939;586;0.941;1.226;0.085;47;7.0;0.00142;0.369;
J RES READ;0141-0423;409;0.938;1.586;0.125;24;6.0;0.00169;0.681;
STUD HIGH EDUC;0307-5079;1000;0.922;1.691;0.125;56;7.7;0.00283;0.654;
COMPUT ASSIST LANG L;0958-8221;240;0.900;;0.167;24;5.6;0.00050;;
EDUC RES-UK;0013-1881;453;0.898;0.939;0.000;27;9.8;0.00069;0.311;
SPORT EDUC SOC;1357-3322;285;0.857;0.982;0.111;27;6.8;0.00050;0.232;
RES SCI EDUC;0157-244X;390;0.853;1.112;0.216;37;7.5;0.00109;0.418;
ANTHROPOL EDUC QUART;0161-7761;436;0.841;0.930;0.200;20;>10.0;0.00103;0.466;
HARVARD EDUC REV;0017-8055;1101;0.841;;0.400;10;>10.0;0.00189;;
HIGH EDUC;0018-1560;1308;0.823;1.249;0.106;85;8.8;0.00317;0.447;
RES PAP EDUC;0267-1522;220;0.816;;0.087;23;6.7;0.00061;;
EARLY EDUC DEV;1040-9289;458;0.814;;0.079;38;7.8;0.00120;;
J SCI EDUC TECHNOL;1059-0145;441;0.804;;0.100;50;6.1;0.00150;;
VOCAT LEARN;1874-785X;20;0.792;0.792;0.077;13;;0.00008;0.175;
BRIT J EDUC STUD;0007-1005;294;0.780;1.231;0.087;23;6.7;0.00109;0.519;
BRIT J SOCIOL EDUC;0142-5692;717;0.775;0.992;0.051;39;7.9;0.00210;0.459;
REV HIGH EDUC;0162-5748;407;0.758;1.186;0.333;18;8.9;0.00135;0.812;
J GEOGR HIGHER EDUC;0309-8265;367;0.754;1.161;0.000;36;7.3;0.00059;0.220;
J EDUC RES;0022-0671;1199;0.750;1.386;0.550;20;>10.0;0.00154;0.502;
J STUD INT EDUC;1028-3153;176;0.739;;0.000;28;4.7;0.00067;;
J ADOLESC ADULT LIT;1081-3004;300;0.736;0.601;0.152;46;6.4;0.00111;0.263;
ASSESS EVAL HIGH EDU;0260-2938;724;0.734;;0.034;58;7.3;0.00149;;
EDUC STUD;0305-5698;434;0.721;1.028;0.041;49;6.8;0.00120;0.349;
INTERACT LEARN ENVIR;1049-4820;163;0.707;1.023;0.143;21;5.1;0.00052;0.311;
OXFORD REV EDUC;0305-4985;456;0.705;0.958;0.114;44;7.1;0.00131;0.354;
ENVIRON EDUC RES;1350-4622;533;0.679;;2.727;33;6.5;0.00056;;
HEALTH EDUC J;0017-8969;408;0.679;;0.048;42;8.2;0.00077;;
EUR PHYS EDUC REV;1356-336X;206;0.667;;0.000;17;6.9;0.00042;;
CHEM EDUC RES PRACT;1109-4028;214;0.662;;0.242;33;4.8;0.00074;;
J MORAL EDUC;0305-7240;335;0.653;0.619;0.250;28;8.8;0.00048;0.178;
TESOL QUART;0039-8322;1326;0.646;1.503;0.172;29;>10.0;0.00180;0.564;
ASIA-PAC J TEACH EDU;1359-866X;139;0.644;;0.045;22;5.4;0.00031;;
INNOV EDUC TEACH INT;1470-3297;250;0.644;0.800;0.059;34;5.6;0.00074;0.230;
J COLL STUDENT DEV;0897-5264;1024;0.638;1.277;0.021;48;>10.0;0.00208;0.521;
COMP EDUC;0305-0068;324;0.635;0.843;0.143;28;8.0;0.00079;0.320;
ASIA-PAC EDUC RES;0119-5646;51;0.632;;0.560;25;;0.00006;;
S AFR J EDUC;0256-0100;160;0.632;;0.026;39;4.9;0.00033;;
TEACH COLL REC;0161-4681;1269;0.631;1.051;0.590;100;7.0;0.00496;0.621;
REV EDUC;0034-8082;205;0.622;;0.034;58;4.9;0.00055;;
J TEACH PHYS EDUC;0273-5024;488;0.621;0.886;0.083;24;9.5;0.00053;0.221;
QUEST;0033-6297;485;0.614;0.615;0.034;29;9.9;0.00047;0.140;
MINERVA;0026-4695;317;0.605;0.487;0.095;21;9.5;0.00049;0.219;
PERSPECT EDUC;0258-2236;197;0.597;0.528;0.314;35;5.5;0.00037;0.098;
J SOC WORK EDUC;1043-7797;444;0.596;0.724;0.074;27;10.0;0.00045;0.150;
J PHILOS EDUC;0309-8249;304;0.593;0.543;0.000;27;7.3;0.00045;0.100;
EUR EARLY CHILD EDUC;1350-293X;94;0.592;;0.086;35;;0.00020;;
GENDER EDUC;0954-0253;512;0.583;1.113;0.024;41;7.0;0.00140;0.373;
LANG EDUC-UK;0950-0782;230;0.579;;0.133;30;5.9;0.00096;;
AM J EDUC;0195-6744;418;0.571;1.000;0.095;21;>10.0;0.00130;0.627;
BRIT J RELIG EDUC;0141-6200;136;0.564;;0.000;21;8.8;0.00012;;
J EDUC COMPUT RES;0735-6331;763;0.561;;0.023;44;9.6;0.00099;;
J LIT RES;1086-296X;169;0.560;0.847;0.571;14;7.3;0.00079;0.564;
THEOR PRACT;0040-5841;767;0.560;0.686;0.088;34;>10.0;0.00108;0.296;
EGIT ARAST;1302-597X;167;0.559;;0.275;51;3.7;0.00020;;
ADULT EDUC QUART;0741-7136;298;0.556;0.783;0.053;19;>10.0;0.00033;0.206;
TEACH HIGH EDUC;1356-2517;340;0.554;0.836;0.000;53;5.7;0.00111;0.266;
RES TEACH ENGL;0034-527X;233;0.542;0.870;0.077;13;>10.0;0.00078;0.579;
FOREIGN LANG ANN;0015-718X;489;0.535;0.781;0.050;40;8.7;0.00087;0.241;
SCAND J EDUC RES;0031-3831;329;0.535;;0.083;36;7.6;0.00077;;
HIGH EDUC RES DEV;0729-4360;442;0.528;;0.041;49;7.6;0.00092;;
RACE ETHNIC EDUC-UK;1361-3324;218;0.500;;0.143;28;5.6;0.00140;;
URBAN EDUC;0042-0859;328;0.500;0.939;0.094;32;7.3;0.00108;0.421;
MUSIC EDUC RES;1461-3808;147;0.481;;0.077;26;6.0;0.00017;;
J CURRICULUM STUD;0022-0272;536;0.480;0.801;0.054;37;9.9;0.00110;0.313;
EDUC POLICY;0895-9048;305;0.470;0.886;0.100;30;6.5;0.00163;0.565;
COMUNICAR;1134-3478;117;0.455;;0.025;40;4.6;0.00007;;
INT J INCLUSIVE EDUC;1360-3116;316;0.427;;0.039;51;5.9;0.00048;;
EDUC REV;0013-1911;308;0.420;0.885;0.000;28;8.0;0.00070;0.277;
J LANG IDENTITY EDUC;1534-8458;116;0.412;;0.056;18;5.6;0.00055;;
Z ERZIEHWISS;1434-663X;155;0.407;;0.189;37;4.4;0.00060;;
EDUC URBAN SOC;0013-1245;202;0.406;0.511;0.043;23;7.7;0.00068;0.258;
EUR J TEACH EDUC;0261-9768;133;0.396;;0.080;25;6.6;0.00032;;
J LEGAL EDUC;0022-2208;195;0.396;0.303;0.042;24;>10.0;0.00010;0.032;
IRISH EDUC STUD;0332-3315;43;0.368;;0.176;17;;0.00016;;
J ECON EDUC;0022-0485;292;0.350;0.400;0.025;40;>10.0;0.00071;0.214;
EDUC GERONTOL;0360-1277;557;0.348;0.487;0.077;65;9.0;0.00058;0.099;
TEACH PSYCHOL;0098-6283;498;0.333;0.457;0.047;43;9.8;0.00057;0.109;
APPL MEAS EDUC;0895-7347;299;0.325;0.742;0.095;21;9.4;0.00068;0.379;
CULT EDUC;1135-6405;128;0.323;;0.536;28;>10.0;0.00005;;
J ENVIRON EDUC;0095-8964;584;0.316;;0.125;8;>10.0;0.00056;;
AUST J GUID COUNS;1037-2911;52;0.290;;0.000;18;;0.00016;;
HIST EDUC;0046-760X;210;0.280;;0.026;39;7.7;0.00095;;
KEDI J EDUC POLICY;1739-4341;20;0.269;;0.000;18;;0.00010;;
AUST EDUC RES;0311-6999;115;0.268;0.424;0.000;13;7.2;0.00021;0.109;
STUD PHILOS EDUC;0039-3746;17;0.262;;0.031;32;;0.00020;;
KURAM UYGUL EGIT BIL;1303-0485;94;0.259;;0.043;46;;0.00015;;
STUD CONTIN EDUC;0158-037X;160;0.258;;0.000;15;6.5;0.00019;;
REV ESP PEDAGOG;0034-9461;79;0.255;0.355;0.040;25;;0.00006;0.027;
J HOSP LEIS SPORT TO;1473-8376;47;0.250;;0.000;24;;0.00003;;
HACET U EGITIM FAK;1300-5340;267;0.235;;0.000;60;7.1;0.00015;;
EDUC LEADERSHIP;0013-1784;883;0.232;0.273;0.038;105;>10.0;0.00129;0.112;
ENGL AUST;0046-208X;32;0.231;;0.095;21;;0.00003;;
J BALT SCI EDUC;1648-3898;24;0.226;;0.042;24;;0.00004;;
AUST J EDUC;0004-9441;105;0.222;;0.111;18;9.9;0.00017;;
J BELIEFS VALUES;1361-7672;48;0.203;;0.069;29;;0.00013;;
PHI DELTA KAPPAN;0031-7217;725;0.198;0.224;0.022;93;>10.0;0.00134;0.116;
EUR J EDUC;0141-8211;202;0.194;;0.167;36;7.5;0.00038;;
AUST J EARLY CHILD;0312-5033;53;0.193;0.509;;;;0.00023;0.205;
INT J ART DES EDUC;1476-8062;68;0.189;0.294;0.000;29;;0.00009;0.032;
TEOR EDUC;1130-3743;16;0.185;;0.000;15;;0.00001;;
MOVIMENTO-PORTO ALEG;0104-754X;60;0.181;;0.000;43;;0.00002;;
LANG CULT CURRIC;0790-8318;131;0.171;;0.062;16;8.1;0.00038;;
ENGL TEACH-PRACT CRI;1175-8708;35;0.167;;0.000;25;;0.00021;;
CADMO;1122-5165;4;0.160;;0.000;10;;0.00003;;
PORTA LINGUARUM;1697-7467;24;0.160;;0.000;24;;0.00002;;
Z PADAGOGIK;0044-3247;164;0.153;0.180;0.176;85;7.1;0.00028;0.046;
EDUC CHANGE;1682-3206;25;0.150;;;;;0.00023;;
PAEDAGOG HIST;0030-9230;43;0.140;0.197;0.020;49;;0.00046;0.119;
DIDACT SLOV-PEDAGOS;0353-1392;22;0.134;;0.000;36;;0.00004;;
ENSEN CIENC;0212-4521;56;0.131;0.262;;;;0.00008;0.072;
ASIA PAC J EDUC;0218-8791;49;0.119;;0.036;28;;0.00020;;
EGIT BILIM;1300-1337;65;0.117;;0.034;59;;0.00007;;
ASIA PAC EDUC REV;1598-1037;52;0.112;0.188;0.000;54;;0.00019;0.055;
Z SOZIOL ERZIEH SOZI;1436-1957;38;0.085;0.195;0.043;23;;0.00016;0.072;
REV LAT AM INV MAT E;1665-2436;6;0.083;;0.000;12;;0.00000;;
J HOME ECON RES;1118-0021;4;0.051;;0.000;29;;0.00000;;
AUST J ADULT LEARN;1443-1394;16;0.041;;;;;0.00006;;
NEW EDUC REV;1732-6729;7;0.040;;0.000;49;;0.00001;;
ODGOJNE ZNAN;1846-1204;2;0.035;;0.000;14;;0.00000;;
RUSS EDUC SOC;1060-9393;28;0.030;0.063;0.015;66;;0.00008;0.012;
REV LUSOFONA EDUC;1645-7250;1;0.027;;0.000;20;;0.00002;;
BOLEMA-MATH EDUC BUL;0103-636X;1;0.000;;0.000;34;;0.00000;;

